"synonym","unacceptreason","aphiaid","scientific","match_type"
"Dascyllus polyacanthus",NA,279469,"Acanthochromis polyacanthus","exact"
"Heptadecanthus brevipinnis",NA,279469,"Acanthochromis polyacanthus","exact"
"Heptadecanthus longicaudis",NA,279469,"Acanthochromis polyacanthus","exact"
"Heptadecanthus maculosus",NA,279469,"Acanthochromis polyacanthus","exact"
"Homalogrystes guntheri",NA,279469,"Acanthochromis polyacanthus","exact"
"Acanthoclinus quadridactylus",NA,279471,"Acanthoclinus littoreus","exact"
"Acanthoclinus trilineatus",NA,279471,"Acanthoclinus littoreus","exact"
"Blennius littoreus",NA,279471,"Acanthoclinus littoreus","exact"
"Blennius quadridactylus",NA,279471,"Acanthoclinus littoreus","exact"
"Taumakoides littoreus",NA,279471,"Acanthoclinus littoreus","exact"
"Taumakoides marilynae",NA,279472,"Acanthoclinus marilynae","exact"
"Taumakoides matti",NA,279473,"Acanthoclinus matti","exact"
"Taumakoides rua",NA,279474,"Acanthoclinus rua","exact"
"Botia nebulosa","synonym",1026425,"Acanthocobitis botia","exact"
"Cobitis botia",NA,1026425,"Acanthocobitis botia","exact"
"Nemacheilus botia",NA,1026425,"Acanthocobitis botia","exact"
"Nemacheilus botia botia","senior synonym",1026425,"Acanthocobitis botia","exact"
"Nemachilus botia",NA,1026425,"Acanthocobitis botia","exact"
"Nemachilus botius",NA,1026425,"Acanthocobitis botia","exact"
"Nemachilus mackenziei",NA,1026425,"Acanthocobitis botia","exact"
"Neomacheilus botia",NA,1026425,"Acanthocobitis botia","exact"
"Noemacheilus botia","senior synonym",1026425,"Acanthocobitis botia","exact"
"Cobitis mooreh",NA,1026429,"Acanthocobitis mooreh","exact"
"Cobitis moreh",NA,1026429,"Acanthocobitis mooreh","exact"
"Nemacheilus aureus",NA,1026429,"Acanthocobitis mooreh","exact"
"Nemacheilus botia aureus","junior synonym",1026429,"Acanthocobitis mooreh","exact"
"Nemacheilus mooreh","senior synonym",1026429,"Acanthocobitis mooreh","exact"
"Nemacheilus moreh",NA,1026429,"Acanthocobitis mooreh","exact"
"Nemacheilus sinuatus",NA,1026429,"Acanthocobitis mooreh","exact"
"Nemachilus sinuatus","junior synonym",1026429,"Acanthocobitis mooreh","exact"
"Noemacheilus mooreh","senior synonym",1026429,"Acanthocobitis mooreh","exact"
"Noemacheilus moreh",NA,1026429,"Acanthocobitis mooreh","exact"
"Acanthocobitis pavonaceus",NA,1022515,"Acanthocobitis pavonacea","exact"
"Cobitis pavonacea",NA,1022515,"Acanthocobitis pavonacea","exact"
"Cobitis pavonaceous",NA,1022515,"Acanthocobitis pavonacea","exact"
"Nemacheilus pavonaceus","senior synonym",1022515,"Acanthocobitis pavonacea","exact"
"Nemachilus pavonaceous",NA,1022515,"Acanthocobitis pavonacea","exact"
"Nemachilus pavonaceus",NA,1022515,"Acanthocobitis pavonacea","exact"
"Noemacheilus pavonaceous",NA,1022515,"Acanthocobitis pavonacea","exact"
"Noemacheilus pavonaceus","senior synonym",1022515,"Acanthocobitis pavonacea","exact"
"Schistura pavonaceus","senior synonym",1022515,"Acanthocobitis pavonacea","exact"
"Cobitis rubidipinnis","synonym",1021246,"Acanthocobitis rubidipinnis","exact"
"Nemacheilus rubidipinnis",NA,1021246,"Acanthocobitis rubidipinnis","exact"
"Nemachilus rubidipinnis",NA,1021246,"Acanthocobitis rubidipinnis","exact"
"Noemacheilus rubidipinnis","senior synonym",1021246,"Acanthocobitis rubidipinnis","exact"
"Nemacheilus urophthalmus","senior synonym",1020689,"Acanthocobitis urophthalmus","exact"
"Nemachilus urophthalmus","misspelling",1020689,"Acanthocobitis urophthalmus","exact"
"Noemacheilus urophthalmus",NA,1020689,"Acanthocobitis urophthalmus","exact"
"Paracanthocobitis urophthalma",NA,1020689,"Acanthocobitis urophthalmus","exact"
"Acanthocybium forbesi",NA,127014,"Acanthocybium solandri","exact"
"Acanthocybium petus",NA,127014,"Acanthocybium solandri","exact"
"Acanthocybium sara",NA,127014,"Acanthocybium solandri","exact"
"Acanthocybium solanderi","misspelling",127014,"Acanthocybium solandri","exact"
"Acanthocybrium solandri","misspelling",127014,"Acanthocybium solandri","exact"
"Acanthoscybium solanderi","misspelling",127014,"Acanthocybium solandri","exact"
"Acantocybium solandri","misspelling",127014,"Acanthocybium solandri","exact"
"Cybium petus",NA,127014,"Acanthocybium solandri","exact"
"Cybium sara",NA,127014,"Acanthocybium solandri","exact"
"Cybium solandri",NA,127014,"Acanthocybium solandri","exact"
"Cybium verany",NA,127014,"Acanthocybium solandri","exact"
"Jordanidia solandri","senior synonym",127014,"Acanthocybium solandri","exact"
"Scomber amarui",NA,127014,"Acanthocybium solandri","exact"
"Callichthys asper","synonym",1021601,"Acanthodoras cataphractus","exact"
"Cataphractus americanus",NA,1021601,"Acanthodoras cataphractus","exact"
"Cataphractus americanus","ambiguous synonym",1021601,"Acanthodoras cataphractus","exact"
"Doras blochii","synonym",1021601,"Acanthodoras cataphractus","exact"
"Doras castaneoventris","ambiguous synonym",1021601,"Acanthodoras cataphractus","exact"
"Silurus cataphractus","synonym",1021601,"Acanthodoras cataphractus","exact"
"Doras depressus",NA,1019981,"Acanthodoras depressus","exact"
"Doras brunnescens","ambiguous synonym",1019764,"Acanthodoras spinosissimus","exact"
"Doras spinosissimus",NA,1019764,"Acanthodoras spinosissimus","exact"
"Aboma elongatus",NA,1014667,"Acanthogobius elongatus","exact"
"Acanthogobius elongate",NA,1014667,"Acanthogobius elongatus","exact"
"Aboma snyderi",NA,279475,"Acanthogobius flavimanus","exact"
"Acanthogobius flavimannus","misspelling",279475,"Acanthogobius flavimanus","exact"
"Gobius flavimanus",NA,279475,"Acanthogobius flavimanus","exact"
"Gobius hasta",NA,279476,"Acanthogobius hasta","exact"
"Synechogobius hasta",NA,279476,"Acanthogobius hasta","exact"
"Synechogobius hastus",NA,279476,"Acanthogobius hasta","exact"
"Aboma lactipes",NA,279477,"Acanthogobius lactipes","exact"
"Gobius lactipes",NA,279477,"Acanthogobius lactipes","exact"
"Gobius stigmothonus",NA,1460852,"Acanthogobius stigmothonus","exact"
"Acantholabrus couchi",NA,126957,"Acantholabrus palloni","exact"
"Acantholabrus couchii",NA,126957,"Acantholabrus palloni","exact"
"Acantholabrus imbricatus",NA,126957,"Acantholabrus palloni","exact"
"Crenilabrus luscus",NA,126957,"Acantholabrus palloni","exact"
"Labrus pallidus",NA,126957,"Acantholabrus palloni","exact"
"Labrus palloni",NA,126957,"Acantholabrus palloni","exact"
"Lutjanus palloni",NA,126957,"Acantholabrus palloni","exact"
"Lumpenus fowleri",NA,249703,"Acantholumpenus mackayi","exact"
"Lumpenus mackayi",NA,249703,"Acantholumpenus mackayi","exact"
"Acanthonus spinifer",NA,158998,"Acanthonus armatus","exact"
"Chrysophrys australis",NA,279070,"Acanthopagrus australis","exact"
"Mylio australis",NA,279070,"Acanthopagrus australis","exact"
"Roughleyia australis",NA,279070,"Acanthopagrus australis","exact"
"Sparus australis",NA,279070,"Acanthopagrus australis","exact"
"Acanthopagrus bertha",NA,218588,"Acanthopagrus berda","exact"
"Acanthopagrus calamara",NA,218588,"Acanthopagrus berda","exact"
"Chrysophrys berda",NA,218588,"Acanthopagrus berda","exact"
"Chrysophrys berda calamara",NA,218588,"Acanthopagrus berda","exact"
"Chrysophrys calamara",NA,218588,"Acanthopagrus berda","exact"
"Chrysophrys madagascariensis",NA,218588,"Acanthopagrus berda","exact"
"Chrysophrys robinsoni",NA,218588,"Acanthopagrus berda","exact"
"Mylio berda",NA,218588,"Acanthopagrus berda","exact"
"Pagrus berda",NA,218588,"Acanthopagrus berda","exact"
"Pagrus robinsoni",NA,218588,"Acanthopagrus berda","exact"
"Sparus berda",NA,218588,"Acanthopagrus berda","exact"
"Sparus calamara",NA,218588,"Acanthopagrus berda","exact"
"Sparus hasta",NA,218588,"Acanthopagrus berda","exact"
"Sparus madagascariensis",NA,218588,"Acanthopagrus berda","exact"
"Chaetodon bifasciatus",NA,218589,"Acanthopagrus bifasciatus","exact"
"Chrysophrys bifasciata",NA,218589,"Acanthopagrus bifasciatus","exact"
"Chysophrys bifasciatus","senior synonym",218589,"Acanthopagrus bifasciatus","exact"
"Holocentrus rabaji",NA,218589,"Acanthopagrus bifasciatus","exact"
"Mylio bifasciatus",NA,218589,"Acanthopagrus bifasciatus","exact"
"Sparus bifasciatus",NA,218589,"Acanthopagrus bifasciatus","exact"
"Mylio butcheri",NA,279071,"Acanthopagrus butcheri","exact"
"Labrus catenula","synonym",758011,"Acanthopagrus catenula","exact"
"Sparus mylio","synonym",758011,"Acanthopagrus catenula","exact"
"Acanthopagrus longispinnis",NA,313008,"Acanthopagrus datnia","exact"
"Chrysophrys longispinnis",NA,313008,"Acanthopagrus datnia","exact"
"Coius datnia",NA,313008,"Acanthopagrus datnia","exact"
"Sparidentex datnia",NA,313008,"Acanthopagrus datnia","exact"
"Sparus datnia","senior synonym",313008,"Acanthopagrus datnia","exact"
"Sparus longispinnis",NA,313008,"Acanthopagrus datnia","exact"
"Acanthopagros latus",NA,218587,"Acanthopagrus latus","exact"
"Chrysophrys auripes",NA,218587,"Acanthopagrus latus","exact"
"Chrysophrys datnia",NA,218587,"Acanthopagrus latus","exact"
"Chrysophrys novaecaledoniae","ambiguous synonym",218587,"Acanthopagrus latus","exact"
"Chrysophrys rubroptera",NA,218587,"Acanthopagrus latus","exact"
"Chrysophrys xanthopoda",NA,218587,"Acanthopagrus latus","exact"
"Mylio latus",NA,218587,"Acanthopagrus latus","exact"
"Sparus chrysopterus",NA,218587,"Acanthopagrus latus","exact"
"Sparus latus",NA,218587,"Acanthopagrus latus","exact"
"Acanthopagrus morrisoni",NA,1577311,"Acanthopagrus morrisonae","exact"
"Roughleyia palmaris",NA,279072,"Acanthopagrus palmaris","exact"
"Acanthopagrus schlegeli","misspelling",293534,"Acanthopagrus schlegelii","exact"
"Acanthopagrus schlegelii czerskii","subspecies not recognized",293534,"Acanthopagrus schlegelii","exact"
"Acanthopagrus schlegelii schlegelii","subspecies not recognized",293534,"Acanthopagrus schlegelii","exact"
"Acanthopagrus swinhonis czerskii",NA,293534,"Acanthopagrus schlegelii","exact"
"Chrysophrys schlegelii",NA,293534,"Acanthopagrus schlegelii","exact"
"Mylio macrocephalus",NA,293534,"Acanthopagrus schlegelii","exact"
"Pagrus macrocephalus",NA,293534,"Acanthopagrus schlegelii","exact"
"Sparus macrocephalus",NA,293534,"Acanthopagrus schlegelii","exact"
"Sparus macrocephalus czerskii",NA,293534,"Acanthopagrus schlegelii","exact"
"Sparus swinhonis czerskii",NA,293534,"Acanthopagrus schlegelii","exact"
"Chrysophrys estuarius","synonym",313009,"Acanthopagrus vagus","exact"
"Chrysophrys vagus","synonym",313009,"Acanthopagrus vagus","exact"
"Pagrus caffer","synonym",313009,"Acanthopagrus vagus","exact"
"Sparus vagus",NA,313009,"Acanthopagrus vagus","exact"
"Acanthoclinus indicus",NA,218347,"Acanthoplesiops indicus","exact"
"Neacanthopsis gracilentus",NA,1525064,"Acanthopsoides gracilentus","exact"
"Acanthorhodeus asmussi sungariensis","junior synonym",1015529,"Acanthorhodeus chankaensis","exact"
"Acanthorhodeus atranalis","synonym",1015529,"Acanthorhodeus chankaensis","exact"
"Acanthorhodeus gracilis","synonym",1015529,"Acanthorhodeus chankaensis","exact"
"Acanthorhodeus tokunagai",NA,1015529,"Acanthorhodeus chankaensis","exact"
"Acanthorhodeus wangi","synonym",1015529,"Acanthorhodeus chankaensis","exact"
"Acheilognathus bleekeri","junior synonym",1015529,"Acanthorhodeus chankaensis","exact"
"Acheilognathus chankaensis",NA,1015529,"Acanthorhodeus chankaensis","exact"
"Achilognathus chankaensis",NA,1015529,"Acanthorhodeus chankaensis","exact"
"Devario chankaensis","synonym",1015529,"Acanthorhodeus chankaensis","exact"
"Paracheilognathus bleekeri","synonym",1015529,"Acanthorhodeus chankaensis","exact"
"Parachilognathus imberbis","synonym",1015529,"Acanthorhodeus chankaensis","exact"
"Cocotropus dezwaani",NA,279482,"Acanthosphex leurynnis","exact"
"Prosopodasys leurynnis",NA,279482,"Acanthosphex leurynnis","exact"
"Acanthostracion guineensis",NA,238343,"Acanthostracion guineense","exact"
"Lactophrys guineensis",NA,238343,"Acanthostracion guineense","exact"
"Ostracion guineense",NA,238343,"Acanthostracion guineense","exact"
"Ostracion guineensis",NA,238343,"Acanthostracion guineense","exact"
"Ostracion guineënsis",NA,238343,"Acanthostracion guineense","exact"
"Lactophrys notacanthus",NA,127410,"Acanthostracion notacanthus","exact"
"Ostracion notacanthus",NA,127410,"Acanthostracion notacanthus","exact"
"Ostracion quadricornis notacanthus",NA,127410,"Acanthostracion notacanthus","exact"
"Acanthostracion poligonos","misspelling",1577312,"Acanthostracion polygonium","exact"
"Acanthostracion polygonia","misspelling",1577312,"Acanthostracion polygonium","exact"
"Acanthostracion polygonius",NA,1577312,"Acanthostracion polygonium","exact"
"Lactophrys polygonia",NA,1577312,"Acanthostracion polygonium","exact"
"Lactophrys polygonius","misspelling",1577312,"Acanthostracion polygonium","exact"
"Lactophrys saxatilis",NA,1577312,"Acanthostracion polygonium","exact"
"Acanthostracion tricornis",NA,158920,"Acanthostracion quadricornis","exact"
"Lactophrys quadricornis",NA,158920,"Acanthostracion quadricornis","exact"
"Lactophrys tricornis",NA,158920,"Acanthostracion quadricornis","exact"
"Ostracion quadricornis",NA,158920,"Acanthostracion quadricornis","exact"
"Ostracion tricornis",NA,158920,"Acanthostracion quadricornis","exact"
"Acanthurus achillas","misspelling",272957,"Acanthurus achilles","exact"
"Acanthurus aterrimus",NA,272957,"Acanthurus achilles","exact"
"Hepatus achilles",NA,272957,"Acanthurus achilles","exact"
"Hepatus aterrimus",NA,272957,"Acanthurus achilles","exact"
"Teuthis achilles",NA,272957,"Acanthurus achilles","exact"
"Teuthis aterrimus",NA,272957,"Acanthurus achilles","exact"
"Hepatus bahianus",NA,159578,"Acanthurus bahianus","exact"
"Teuthis bahianus",NA,159578,"Acanthurus bahianus","exact"
"Acanthurus barine",NA,219637,"Acanthurus bariene","exact"
"Acanthurus kingii",NA,219637,"Acanthurus bariene","exact"
"Acanthurus nummifer",NA,219637,"Acanthurus bariene","exact"
"Hepatus bariene",NA,219637,"Acanthurus bariene","exact"
"Rhombotides nummifer",NA,219637,"Acanthurus bariene","exact"
"Acanthurus chirurgicus","misspelling",159580,"Acanthurus chirurgus","exact"
"Acanthurus phlebotomus",NA,159580,"Acanthurus chirurgus","exact"
"Chaetodon chirurgus",NA,159580,"Acanthurus chirurgus","exact"
"Acanthurus brevis",NA,159581,"Acanthurus coeruleus","exact"
"Acanthurus broussonnetii",NA,159581,"Acanthurus coeruleus","exact"
"Acanthurus caeruleus","misspelling",159581,"Acanthurus coeruleus","exact"
"Acanthurus coerulus","misspelling",159581,"Acanthurus coeruleus","exact"
"Acanthurus heliodes","misspelling",159581,"Acanthurus coeruleus","exact"
"Acanthurus violaceus",NA,159581,"Acanthurus coeruleus","exact"
"Acronurus caeruleatus",NA,159581,"Acanthurus coeruleus","exact"
"Hepatus caeruleus","misspelling",159581,"Acanthurus coeruleus","exact"
"Hepatus pawnee",NA,159581,"Acanthurus coeruleus","exact"
"Teuthis coeruleus",NA,159581,"Acanthurus coeruleus","exact"
"Teuthis helioides",NA,159581,"Acanthurus coeruleus","exact"
"Acanthurus dussumiere","misspelling",219641,"Acanthurus dussumieri","exact"
"Acanthurus dussumierri","misspelling",219641,"Acanthurus dussumieri","exact"
"Acanthurus lamarrii",NA,219641,"Acanthurus dussumieri","exact"
"Acanthurus undulatus",NA,219641,"Acanthurus dussumieri","exact"
"Hepatus dussumieri",NA,219641,"Acanthurus dussumieri","exact"
"Rhombotides dussumieri",NA,219641,"Acanthurus dussumieri","exact"
"Rhombotides lamarrii",NA,219641,"Acanthurus dussumieri","exact"
"Teuthis dussumieri",NA,219641,"Acanthurus dussumieri","exact"
"Acanthurus gahm","misspelling",219636,"Acanthurus gahhm","exact"
"Chaetodon nigrofuscus gahhm",NA,219636,"Acanthurus gahhm","exact"
"Harpurus guttatus",NA,219650,"Acanthurus guttatus","exact"
"Hepatus guttatus",NA,219650,"Acanthurus guttatus","exact"
"Rhombotides guttatus",NA,219650,"Acanthurus guttatus","exact"
"Teuthis guttatus",NA,219650,"Acanthurus guttatus","exact"
"Zabrasoma guttatus",NA,219650,"Acanthurus guttatus","exact"
"Acanthurus japonica","misspelling",272962,"Acanthurus japonicus","exact"
"Acanthurus japonicas","misspelling",272962,"Acanthurus japonicus","exact"
"Hepatus aliala japonicus",NA,272962,"Acanthurus japonicus","exact"
"Acanthurus leucochilus",NA,219629,"Acanthurus leucocheilus","exact"
"Acanthurus leuocheilus","misspelling",219629,"Acanthurus leucocheilus","exact"
"Acanthurus leuococheilus","misspelling",219629,"Acanthurus leucocheilus","exact"
"Acanthurus melanosternon",NA,219629,"Acanthurus leucocheilus","exact"
"Hepatus leucopareius",NA,219624,"Acanthurus leucopareius","exact"
"Hepatus umbra",NA,219624,"Acanthurus leucopareius","exact"
"Teuthis bishopi",NA,219624,"Acanthurus leucopareius","exact"
"Teuthis leucopareius",NA,219624,"Acanthurus leucopareius","exact"
"Teuthis umbra",NA,219624,"Acanthurus leucopareius","exact"
"Acanthurus delisiani",NA,219628,"Acanthurus leucosternon","exact"
"Acanthurus delisianus",NA,219628,"Acanthurus leucosternon","exact"
"Acanthurus leucosternum","misspelling",219628,"Acanthurus leucosternon","exact"
"Hepatus leucosternon",NA,219628,"Acanthurus leucosternon","exact"
"Rhombotides leucosternon",NA,219628,"Acanthurus leucosternon","exact"
"Acanthurus vittatus",NA,159582,"Acanthurus lineatus","exact"
"Chaetodon lineatus",NA,159582,"Acanthurus lineatus","exact"
"Ctenodon lineatus",NA,159582,"Acanthurus lineatus","exact"
"Harpurus lineatus",NA,159582,"Acanthurus lineatus","exact"
"Hepatus lineatus",NA,159582,"Acanthurus lineatus","exact"
"Rhombotides lineatus",NA,159582,"Acanthurus lineatus","exact"
"Teuthis lineatus",NA,159582,"Acanthurus lineatus","exact"
"Hepatus maculiceps",NA,272963,"Acanthurus maculiceps","exact"
"Acanthurus aurolineatus",NA,219651,"Acanthurus mata","exact"
"Acanthurus bleekeri",NA,219651,"Acanthurus mata","exact"
"Acanthurus weberi",NA,219651,"Acanthurus mata","exact"
"Chaetodon mata",NA,219651,"Acanthurus mata","exact"
"Chaetodon meta","misspelling",219651,"Acanthurus mata","exact"
"Hepatus weberi",NA,219651,"Acanthurus mata","exact"
"Acanthurus monrovie",NA,126750,"Acanthurus monroviae","exact"
"Teuthis munroviae",NA,126750,"Acanthurus monroviae","exact"
"Acanthurus aliala",NA,219638,"Acanthurus nigricans","exact"
"Acanthurus glaucoparecius","misspelling",219638,"Acanthurus nigricans","exact"
"Acanthurus glaucopareius",NA,219638,"Acanthurus nigricans","exact"
"Chaetodon nigricans",NA,219638,"Acanthurus nigricans","exact"
"Hepatus aliala",NA,219638,"Acanthurus nigricans","exact"
"Acanthurus gahm nigricauda",NA,219626,"Acanthurus nigricauda","exact"
"Acanthurus nigricauada",NA,219626,"Acanthurus nigricauda","exact"
